Movie_Name,Genres,Revenue,Runtime,Year
"The Good, the Bad and the Ugly",Western,25253887.0,161.0,2009
American Pie Presents: The Book of Love,Comedy,5021219.0,93.0,2009
Gold,Drama,176048.0,97.0,2022
Shark Tale,Family,367275019.0,90.0,2004
Terminator Salvation,Thriller,371353001.0,117.0,2009
Constantine,Horror,230884728.0,121.0,2005
The SpongeBob SquarePants Movie,Action,140161792.0,87.0,2005
The Hobbit: The Desolation of Smaug,Action,958400000.0,161.0,2013
The Incredible Hulk,Adventure,163712074.0,114.0,2008
Spirit Halloween: The Movie,Adventure,93434.0,87.0,2022
Alita: Battle Angel,Adventure,404980000.0,122.0,2019
Belle,Family,63501160.0,122.0,2021
The Mummy Returns,Fantasy,443280904.0,130.0,2001
(500) Days of Summer,Romance,60781545.0,95.0,2009
Gladiator,Adventure,465361176.0,155.0,2000
The Proposal,Drama,317375031.0,108.0,2009
Dragon Ball Z: Super Android 13!,Science Fiction,18554927.0,,1992
War Dogs,Drama,86234523.0,114.0,2016
Amsterdam,Mystery,24211191.0,134.0,2022
Rush Hour 2,Crime,347325802.0,90.0,2001
The Croods,Action,587204668.0,98.0,2013
Arrival,Mystery,203388186.0,116.0,2017
Friday,Comedy,28215918.0,91.0,1995
Pinocchio,Family,84300000.0,88.0,1940
Rambo,Thriller,113244290.0,92.0,2008
The Equalizer 2,Crime,190400157.0,121.0,2018
Jack Reacher,Action,218340595.0,130.0,2013
Ice Age: Collision Course,Science Fiction,408579038.0,95.0,2016
Jolt,Thriller,238524.0,91.0,2021
Willy's Wonderland,Comedy,431020.0,88.0,2021
Kingsman: The Golden Circle,Crime,410902662.0,141.0,2017
Alice in Wonderland,Adventure,1025467110.0,108.0,2010
Clash of the Titans,Action,493214993.0,106.0,2010
Exodus: Gods and Kings,Action,268031828.0,150.0,2014
Star Wars: The Rise of Skywalker,Science Fiction,1074144248.0,142.0,2019
Wonder Woman,Fantasy,822854286.0,141.0,2017
Wish Dragon,Fantasy,25860000.0,99.0,2021
"The Gangster, the Cop, the Devil",Adventure,25775371.0,110.0,2019
The Autopsy of Jane Doe,Mystery,5972942.0,86.0,2016
Eternal Sunshine of the Spotless Mind,Romance,72258126.0,108.0,2004
The Terminator,Science Fiction,78371200.0,108.0,1984
Let's Be Cops,Comedy,136621271.0,104.0,2014
Rurouni Kenshin: The Final,Drama,33457923.0,138.0,2021
Shooter,Crime,95696996.0,124.0,2007
Ninja Assassin,Thriller,61601280.0,99.0,2009
Road to Ninja: Naruto the Movie,Action,17900000.0,109.0,2012
National Lampoon's Vacation,Adventure,61399552.0,99.0,1983
Bambi,Family,267447150.0,70.0,1942
Rambo: Last Blood,Drama,91490353.0,89.0,2019
The Exorcist,Horror,441405644.0,122.0,2006
Godzilla: King of the Monsters,Action,386600138.0,132.0,2019
Miracles from Heaven,Drama,73983359.0,119.0,2016
The Good Dinosaur,Family,332207671.0,93.0,2015
The Protector,Thriller,27165581.0,111.0,2005
Colombiana,Drama,60965854.0,108.0,2011
Yu-Gi-Oh!: The Dark Side of Dimensions,Animation,1015339.0,130.0,2016
Pain & Gain,Comedy,87305549.0,130.0,2013
The Emperor's New Groove,Fantasy,169327687.0,78.0,2000
Teenage Mutant Ninja Turtles: Out of the Shadows,Science Fiction,245623848.0,112.0,2016
Hereditary,Thriller,80239658.0,128.0,2018
The Wizard of Oz,Family,33754967.0,102.0,1939
American Pie,Romance,235483004.0,95.0,1999
Naruto Shippuden the Movie: Bonds,Action,10600000.0,90.0,2008
Final Destination,Horror,112880294.0,98.0,2000
Ready or Not,Thriller,57615777.0,95.0,2019
Trading Places,Comedy,90404800.0,116.0,2008
Sicario,Thriller,84872444.0,122.0,2015
22 Jump Street,Action,331333876.0,112.0,2014
Rush Hour,Crime,244721064.0,98.0,1998
Captain America: The First Avenger,Science Fiction,370569774.0,124.0,2011
Along with the Gods: The Two Worlds,Action,125983972.0,139.0,2017
Ralph Breaks the Internet,Adventure,529221154.0,112.0,2018
Host,Mystery,26745.0,,2020
"Argentina, 1985",History,871621.0,141.0,2022
War for the Planet of the Apes,War,490719763.0,140.0,2017
The Fly,Science Fiction,60629159.0,96.0,1986
The Secret Life of Pets 2,Family,155152550.0,86.0,2019
Schindler's List,War,321365567.0,195.0,2019
Tenet,Science Fiction,363129000.0,150.0,2020
Season of the Witch,Action,91627228.0,95.0,2011
Ticket to Paradise,Comedy,160542536.0,104.0,2022
One Shot,Action,29439.0,97.0,2022
Lucy,Science Fiction,458863600.0,89.0,2014
A Haunted House,Horror,60141683.0,86.0,2013
The Marksman,Drama,23076711.0,108.0,2021
Miss Peregrine's Home for Peculiar Children,Drama,296482446.0,127.0,2016
The Sword in the Stone,Family,22182353.0,79.0,1963
Glass,Science Fiction,246941965.0,129.0,2019
Superbad,Comedy,170812526.0,113.0,2007
Catch Me If You Can,Crime,352114312.0,141.0,2003
Five Feet Apart,Drama,92600000.0,116.0,2019
Mission: Impossible - Ghost Protocol,Adventure,694713380.0,133.0,2011
Don't Look Up,Science Fiction,791863.0,138.0,2021
Happy Feet,Family,384335608.0,108.0,2006
Dragon Ball Z: The World's Strongest,Science Fiction,18000000.0,,1990
Terminator: Dark Fate,Action,261119292.0,128.0,2019
The Devil Wears Prada,Romance,326551094.0,109.0,2006
In Time,Science Fiction,173930596.0,109.0,2011
Taxi Driver,Drama,28570902.0,114.0,1976
American Reunion,Comedy,234989584.0,113.0,2012
A Dog's Journey,Drama,2520000.0,109.0,2019
Annabelle: Creation,Thriller,306515884.0,110.0,2017
Halloween Kills,Thriller,131647155.0,105.0,2021
Suicide Squad,Fantasy,746846894.0,123.0,2016
The Expendables,Action,274470394.0,103.0,2010
Planet of the Apes,Action,32589624.0,112.0,1968
Vanguard,Crime,27900000.0,107.0,2020
50 First Dates,Romance,196482882.0,99.0,2004
Gone Girl,Drama,369330363.0,149.0,2014
Dragon Ball Z: The Tree of Might,Science Fiction,15000000.0,61.0,1990
Scouts Guide to the Zombie Apocalypse,Horror,14860766.0,93.0,2015
No Manches Frida,Comedy,12421716.0,100.0,2016
The Aristocats,Adventure,55675257.0,78.0,1970
The Little Things,Thriller,29942746.0,128.0,2021
The Iron Giant,Drama,23159305.0,86.0,1999
Sleeping Beauty,Family,51600000.0,75.0,1959
The Imitation Game,War,233555708.0,113.0,2014
Alice in Wonderland,Adventure,572000000.0,75.0,1951
Dragon Ball Z: The Return of Cooler,Science Fiction,19581369.0,,1992
Naruto Shippuden the Movie: The Will of Fire,Animation,8084148.0,95.0,2009
A Monster Calls,Fantasy,47309313.0,108.0,2017
Violet Evergarden: The Movie,Drama,20339624.0,140.0,2020
Final Destination 5,Mystery,157887643.0,92.0,2011
Rango,Adventure,245724603.0,107.0,2011
Spirit Untamed,Western,17635215.0,88.0,2021
Bridge to Terabithia,Family,137587063.0,96.0,2007
American Pie Presents: Beta House,Comedy,18610260.0,85.0,2007
Megamind,Science Fiction,321885765.0,96.0,2010
Child's Play,Horror,44196684.0,87.0,1988
X-Men: Days of Future Past,Science Fiction,747862775.0,132.0,2014
The Town,Thriller,154026136.0,125.0,2010
The 355,Thriller,55700000.0,122.0,2022
Close,Drama,3129968.0,104.0,2022
The Longest Yard,Comedy,190320568.0,113.0,2005
Alien: Covenant,Mystery,240891763.0,122.0,2017
Peter Pan,Fantasy,87404651.0,77.0,1953
The Martian,Science Fiction,630161890.0,141.0,2015
Pretty Baby,Drama,5786368.0,110.0,1978
The Return of the Living Dead,Comedy,14237880.0,91.0,1985
Dynasty Warriors,Fantasy,3310000.0,118.0,2021
Hotel Transylvania 3: Summer Vacation,Fantasy,528600000.0,97.0,2018
Rise of the Guardians,Adventure,306941670.0,97.0,2012
I Am Legend,Thriller,585410052.0,101.0,2007
Southpaw,Drama,91709827.0,123.0,2015
Nymphomaniac: Vol. II,Mystery,4934725.0,124.0,2013
Kong: Skull Island,Fantasy,566652812.0,118.0,2017
CODA,Romance,1600000.0,112.0,2021
Aliens,Science Fiction,183316455.0,137.0,1986
Sicario: Day of the Soldado,Thriller,75836683.0,122.0,2018
Life Is Beautiful,Drama,230098753.0,116.0,1997
Rambo: First Blood Part II,War,300400432.0,96.0,1985
Predators,Thriller,127233108.0,107.0,2010
Rampage,Science Fiction,428028233.0,107.0,2018
Monsters vs Aliens,Science Fiction,381509870.0,94.0,2009
The Karate Kid,Family,359126022.0,140.0,2010
Redeeming Love,History,9100000.0,134.0,2022
A Dog's Purpose,Drama,205035819.0,100.0,2017
Pride & Prejudice,Romance,121616555.0,127.0,2005
Rocky,Romance,117250402.0,,1976
Get Out,Horror,255407969.0,104.0,2017
Angels & Demons,Mystery,485930816.0,138.0,2009
John Carter,Science Fiction,284139100.0,132.0,2012
Marry Me,Music,44000000.0,112.0,2022
Hotel Transylvania,Fantasy,358375603.0,91.0,2012
That's My Boy,Drama,58058367.0,116.0,2012
The Great Wall,Fantasy,331957105.0,103.0,2017
Trolls,Music,346864462.0,92.0,2016
Saw,Crime,103911669.0,103.0,2004
The Pursuit of Happyness,Drama,307077295.0,117.0,2007
I Am Dragon,Romance,10495305.0,110.0,2015
Scary Movie 3,Comedy,220673217.0,84.0,2003
Focus,Drama,153962963.0,105.0,2015
Prisoners,Crime,122126687.0,153.0,2013
Bohemian Rhapsody,History,903992901.0,135.0,2018
The Tax Collector,Drama,942666.0,95.0,2020
The Chronicles of Narnia: Prince Caspian,Fantasy,419665568.0,150.0,2008
Raiders of the Lost Ark,Action,389925971.0,115.0,1981
Back to the Future Part II,Science Fiction,332000000.0,108.0,1989
Watchmen,Science Fiction,185258983.0,163.0,2009
The Vault,Thriller,8804000.0,118.0,2021
I Spit on Your Grave,Horror,572809.0,108.0,2010
The First Purge,Thriller,137056262.0,97.0,2018
Scary Movie 4,Comedy,178262620.0,83.0,2006
The Ten Commandments,History,122700000.0,220.0,2011
The Last Airbender,Fantasy,319713881.0,103.0,2010
Zindagi Jhand Hai,Thriller,1001034.0,67.0,2020
Angel Has Fallen,Thriller,146661977.0,122.0,2019
Titane,Horror,5115725.0,108.0,2022
Nightcrawler,Thriller,50300000.0,118.0,2014
Once Upon a Timeâ€¦ in Hollywood,Thriller,374251247.0,162.0,2019
GoodFellas,Crime,46835000.0,145.0,1990
10 Cloverfield Lane,Horror,108286421.0,104.0,2016
Valerian and the City of a Thousand Planets,Action,225874228.0,136.0,2017
The Mask,Fantasy,351583407.0,101.0,1994
King Kong,Action,562363449.0,187.0,2005
Wrath of the Titans,Adventure,301970083.0,99.0,2012
Weathering with You,Romance,186965409.0,112.0,2019
Jeepers Creepers,Thriller,59217789.0,90.0,2001
Men in Black: International,Action,252608480.0,115.0,2019
Insidious,Thriller,97009150.0,103.0,2010
The Gentlemen,Action,115171795.0,113.0,2020
The Chronicles of Narnia: The Voyage of the Dawn Treader,Fantasy,415686217.0,113.0,2010
Need for Speed,Thriller,203277636.0,132.0,2014
The Lion King 1½,Action,1465.0,77.0,2004
Child's Play 3,Thriller,20560255.0,90.0,1991
What Happened at the Carpenter's Shop,Romance,7.0,75.0,2020
Red Shoes and the Seven Dwarfs,Family,10054356.0,92.0,2020
Pokémon the Movie: I Choose You!,Fantasy,37552144.0,98.0,2017
Den of Thieves,Crime,80509622.0,140.0,2018
Night at the Museum: Secret of the Tomb,Family,363204635.0,98.0,2014
The Purge: Anarchy,Thriller,111928365.0,104.0,2014
Life,Thriller,100541806.0,104.0,2017
Hansel & Gretel: Witch Hunters,Action,226349749.0,88.0,2013
TRON: Legacy,Science Fiction,400062763.0,125.0,2010
Trolls World Tour,Music,47000000.0,90.0,2020
Ballerina,Family,2351359.0,89.0,2017
Sex and the City,Romance,415252786.0,145.0,2008
Along with the Gods: The Last 49 Days,Adventure,112790210.0,141.0,2018
A Haunted House 2,Horror,25343661.0,87.0,2014
A Tale of Two Sisters,Mystery,1062878.0,115.0,2003
Léon: The Professional,Action,45284974.0,111.0,1994
Poseidon,Thriller,181674817.0,98.0,2006
Zombieland,Horror,102391540.0,88.0,2009
Ford v Ferrari,History,225508210.0,153.0,2019
The Greatest Showman,Drama,432844677.0,105.0,2017
Shaolin Soccer,Comedy,42776760.0,113.0,2001
Dark Spell,Fantasy,532054.0,92.0,2021
Legend,Thriller,42972994.0,132.0,2015
Django Unchained,Western,425368238.0,165.0,2013
Bolt,Comedy,309979994.0,98.0,2008
Edge of Tomorrow,Science Fiction,370541256.0,114.0,2014
The Boy in the Striped Pyjamas,History,20416563.0,94.0,2008
The Protégé,Thriller,8639684.0,109.0,2021
Perfume: The Story of a Murderer,Drama,135039924.0,147.0,2007
Fantastic Four,Science Fiction,167977596.0,100.0,2015
The Last Duel,History,30500000.0,153.0,2021
Peter Rabbit 2: The Runaway,Fantasy,153000000.0,93.0,2021
Ocean's Eight,Action,297718711.0,111.0,2018
Malignant,Thriller,34892041.0,111.0,2021
Batman Begins,Drama,374218673.0,140.0,2005
Nocturnal Animals,Thriller,29252978.0,117.0,2016
The Shining,Thriller,44781695.0,144.0,2019
Spiral: From the Book of Saw,Mystery,40618920.0,93.0,2021
Dragon Ball Z: Bio-Broly,Science Fiction,19500000.0,,1994
The Predator,Adventure,160542134.0,107.0,2018
Indiana Jones and the Last Crusade,Action,474171806.0,127.0,1989
Die Hard,Thriller,140767956.0,131.0,1988
Friends with Benefits,Comedy,149542245.0,109.0,2011
She Said,History,10632378.0,129.0,2022
Tears of the Sun,Drama,86468162.0,121.0,2003
Se7en,Thriller,327311859.0,127.0,1996
Planet of the Apes,Adventure,362211740.0,119.0,2001
Dragon Ball Z: Lord Slug,Science Fiction,16400000.0,,1991
God's Not Dead: A Light in Darkness,Drama,5728940.0,105.0,2018
The Heat,Crime,158674180.0,117.0,2013
Midsommar,Mystery,47980982.0,147.0,2019
Scream 2,Mystery,172363301.0,,1997
Gods of Egypt,Fantasy,150680864.0,127.0,2016
Men in Black,Science Fiction,589390539.0,98.0,1997
Aliens vs Predator: Requiem,Horror,130290885.0,94.0,2007
Norbit,Comedy,159313561.0,102.0,2007
Jeepers Creepers 3,Thriller,3600000.0,100.0,2017
Naruto Shippuden the Movie: The Lost Tower,Animation,8500000.0,85.0,2010
R.I.P.D.,Crime,61648500.0,96.0,2013
One Piece Film: GOLD,Comedy,66207073.0,,2016
Hitman: Agent 47,Thriller,81967450.0,96.0,2015
My Neighbor Totoro,Family,45000000.0,86.0,1988
28 Days Later,Science Fiction,85720385.0,113.0,2003
Major Grom: Plague Doctor,Adventure,4493306.0,136.0,2021
The Ten Commandments: The Movie,Drama,37070177.0,,2016
Rio 2,Family,500188435.0,101.0,2014
Charlie's Angels: Full Throttle,Comedy,259175788.0,106.0,2003
The Jungle Book,Fantasy,966550600.0,106.0,2016
Malena,Drama,14493284.0,109.0,2000
Irreversible,Mystery,792200.0,98.0,2002
Spartacus,Adventure,60000000.0,197.0,1960
Whitney Houston: I Wanna Dance with Somebody,Music,41000000.0,144.0,2022
The Final Destination,Mystery,186167139.0,82.0,2009
Umma,Horror,2118582.0,83.0,2022
The Purge: Election Year,Thriller,118587880.0,105.0,2016
Ocean's Eleven,Crime,450717150.0,116.0,2001
The Deep House,Horror,1900000.0,85.0,2021
Despicable Me 3,Adventure,1031552585.0,96.0,2017
Jack the Giant Slayer,Family,197687603.0,114.0,2013
Enchanted,Romance,340487652.0,107.0,2007
One Hundred and One Dalmatians,Family,85000000.0,79.0,1961
Scream 4,Mystery,97231420.0,111.0,2011
War of the Worlds,Science Fiction,603873119.0,117.0,2005
Last Night in Soho,Thriller,22957625.0,117.0,2021
White Noise,Science Fiction,71476.0,136.0,2022
Jack Reacher: Never Go Back,Thriller,162146076.0,118.0,2016
Cloudy with a Chance of Meatballs 2,Comedy,248384621.0,95.0,2013
Hunter Killer,Thriller,31672678.0,121.0,2018
Men in Black 3,Science Fiction,624026776.0,106.0,2012
The Fifth Element,Science Fiction,263920180.0,126.0,1997
Three Thousand Years of Longing,Romance,19145392.0,108.0,2022
Olympus Has Fallen,Thriller,161025640.0,,2013
Rise of the Planet of the Apes,Science Fiction,482860185.0,105.0,2011
The Expendables 3,Thriller,214700000.0,126.0,2014
Cloverfield,Science Fiction,170764026.0,85.0,2008
An Egg Rescue,Family,3500000.0,89.0,2021
Edward Scissorhands,Romance,53000000.0,105.0,1990
Jigsaw,Thriller,102952888.0,92.0,2017
The Amazing Maurice,Fantasy,3901839.0,93.0,2023
Alice Through the Looking Glass,Fantasy,299457024.0,113.0,2016
Jaws,Adventure,470653000.0,124.0,2021
American Pie 2,Romance,287553595.0,108.0,2001
Final Destination 2,Mystery,90941129.0,90.0,2003
Carriers,Thriller,5802422.0,84.0,2009
Ghost,Romance,505000000.0,127.0,1990
Hellboy,Adventure,44664690.0,121.0,2019
Now You See Me,Crime,351723989.0,116.0,2013
Gifted,Comedy,40343446.0,101.0,2017
Gunpowder Milkshake,Thriller,1015760.0,114.0,2021
Fantastic Beasts: The Crimes of Grindelwald,Action,654855901.0,134.0,2018
Career Opportunities,Comedy,11336986.0,83.0,1991
Ghost Rider,Fantasy,228738393.0,114.0,2007
The Thing,Science Fiction,19629760.0,109.0,1982
Life of Pi,Drama,609016565.0,127.0,2012
It Follows,Mystery,14674076.0,101.0,2014
Unhinged,Thriller,39238300.0,90.0,2020
The Road to El Dorado,Fantasy,76432727.0,89.0,2000
Infinite Storm,Thriller,1564696.0,97.0,2022
Limitless,Science Fiction,161849455.0,105.0,2011
Chicken Little,Comedy,314432665.0,81.0,2005
Event Horizon,Mystery,26673242.0,96.0,1997
The Interview,Comedy,12342632.0,113.0,2014
Casino Royale,Thriller,599045960.0,144.0,2006
Pitch Perfect 2,Music,287506194.0,115.0,2015
The A-Team,Crime,177238796.0,117.0,2010
Insidious: Chapter 2,Thriller,161000000.0,106.0,2013
Broker,Drama,14900000.0,129.0,2022
Zombieland: Double Tap,Horror,122801777.0,99.0,2019
13 Hours: The Secret Soldiers of Benghazi,Drama,69411370.0,144.0,2016
"Paul, Apostle of Christ",History,22525668.0,108.0,2018
Captain America: The Winter Soldier,Science Fiction,714766572.0,136.0,2014
Adanis: Kutsal Kavga,Adventure,568828.0,122.0,2022
Predestination,Thriller,4942449.0,97.0,2014
Scream 3,Mystery,161834276.0,116.0,2000
Saint Seiya: Legend of Sanctuary,Fantasy,17150803.0,93.0,2014
Bruce Almighty,Comedy,484592874.0,101.0,2003
La La Land,Music,447407695.0,129.0,2016
Lady and the Tramp,Romance,36359037.0,76.0,1955
The Punisher,Drama,54700105.0,124.0,2004
AINBO: Spirit of the Amazon,Fantasy,9882125.0,84.0,2021
Warrior,Action,23308615.0,140.0,2011
Batman,Crime,411348924.0,126.0,1989
Ghost Rider: Spirit of Vengeance,Thriller,132563930.0,96.0,2012
Pil's Adventures,Family,6813652.0,89.0,2021
The Magnificent Seven,Western,162360636.0,132.0,2016
Missing,Drama,23000000.0,111.0,2023
Fireproof,Romance,33456317.0,122.0,2008
Total Recall,Science Fiction,261317921.0,113.0,1990
Final Destination 3,Mystery,118890272.0,93.0,2006
Treasure Planet,Science Fiction,109578115.0,95.0,2002
Rush Hour 3,Crime,258022233.0,91.0,2007
Dunkirk,Drama,527000000.0,107.0,2017
Armageddon,Adventure,553799566.0,151.0,1998
Finding Dory,Family,1028570889.0,97.0,2016
Hercules,Adventure,244819862.0,99.0,2014
The Revenant,Adventure,532950503.0,157.0,2016
Insidious: The Last Key,Thriller,167184112.0,103.0,2018
Dumbo,Family,1600000.0,64.0,1945
Ferdinand,Comedy,295038508.0,108.0,2017
Battleship,Science Fiction,303025485.0,131.0,2012
What Happened to Monday,Action,27975429.0,123.0,2017
Dark Phoenix,Adventure,252442974.0,114.0,2019
Hachi: A Dog's Tale,Family,46749646.0,93.0,2009
Midway,Adventure,127420861.0,138.0,2019
No Strings Attached,Romance,149228077.0,107.0,2011
Independence Day,Science Fiction,817400891.0,145.0,1996
Zack and Miri Make a Porno,Comedy,42105111.0,102.0,2008
Riddick,Thriller,98337295.0,119.0,2013
12 Angry Men,Drama,1000000.0,97.0,1957
The Medium,Thriller,7230000.0,131.0,2021
Seed of Chucky,Thriller,24829644.0,87.0,2004
Annabelle,Horror,257047661.0,99.0,2014
Escape Room: Tournament of Champions,Mystery,65774490.0,88.0,2021
Van Helsing,Action,300257475.0,132.0,2004
Jiu Jitsu,Fantasy,99924.0,102.0,2020
Predator 2,Thriller,57120318.0,108.0,1990
Hotel Transylvania 2,Fantasy,473226958.0,89.0,2015
Shin Ultraman,Science Fiction,33800000.0,118.0,2022
The Hurricane Heist,Thriller,32517248.0,103.0,2018
Ghost in the Shell,Thriller,169801921.0,107.0,2017
A Nightmare on Elm Street,Horror,25685134.0,91.0,1984
Antlers,Mystery,18312201.0,99.0,2021
Saw 3D,Crime,136151680.0,90.0,2011
Willy Wonka & the Chocolate Factory,Comedy,4000000.0,100.0,1971
Peninsula,Thriller,39657073.0,115.0,2020
Princess Mononoke,Animation,159414369.0,134.0,1997
Conan the Barbarian,Action,63523283.0,113.0,2011
Mission: Impossible,Thriller,457731198.0,110.0,1996
Bad Boys II,Crime,273339556.0,147.0,2003
Sherlock Holmes: A Game of Shadows,Mystery,334615000.0,129.0,2011
The Lorax,Family,348840316.0,86.0,2012
American Pie Presents: The Naked Mile,Comedy,27500000.0,97.0,2006
Braveheart,War,213216216.0,178.0,2009
Now You See Me 2,Mystery,334901337.0,129.0,2016
A Clockwork Orange,Drama,26589000.0,137.0,1971
Battle: Los Angeles,Action,211819354.0,116.0,2011
Red Tails,War,50365377.0,125.0,2012
The Book of Life,Fantasy,97437106.0,95.0,2014
I Want to Eat Your Pancreas,Romance,33748006.0,108.0,2019
Alvin and the Chipmunks,Animation,361366633.0,92.0,2007
V for Vendetta,Science Fiction,132511035.0,132.0,2006
I'm Not Ashamed,Drama,2000000.0,112.0,2016
Blade,Action,131183530.0,121.0,1998
Star Trek,Adventure,385680446.0,127.0,2009
The Matrix Reloaded,Science Fiction,738599701.0,138.0,2003
Prince of Persia: The Sands of Time,Action,336365676.0,116.0,2010
Mission: Impossible - Rogue Nation,Adventure,682716636.0,131.0,2015
The Hills Have Eyes,Thriller,69623713.0,107.0,2006
Sherlock Holmes,Mystery,524028679.0,129.0,2009
Drive,Crime,78054825.0,100.0,2011
RV,Comedy,87528173.0,99.0,2006
The Fault in Our Stars,Drama,307166834.0,126.0,2014
About Time,Fantasy,87100449.0,123.0,2013
G.I. Joe: The Rise of Cobra,Science Fiction,302469017.0,118.0,2009
Green Book,Comedy,319700000.0,130.0,2019
Donnie Darko,Mystery,7500000.0,114.0,2009
Martyrs,Thriller,1100000.0,99.0,2008
Underworld: Awakening,Horror,160112671.0,88.0,2012
Fifty Shades of Black,Comedy,21164799.0,92.0,2016
Grease,Comedy,181813770.0,110.0,1978
127 Hours,Thriller,35692920.0,94.0,2011
First Blood,War,125212904.0,93.0,1982
"Good Luck to You, Leo Grande",Drama,7589829.0,97.0,2023
Sausage Party,Fantasy,140705322.0,89.0,2016
The Cat in the Hat,Fantasy,133800000.0,81.0,2003
Salt,Thriller,293329073.0,100.0,2010
Rocky III,Drama,270000000.0,99.0,1982
Pocahontas,Romance,346079773.0,81.0,1995
I Spit on Your Grave 2,Crime,678604.0,106.0,2013
Warcraft,Fantasy,433677183.0,123.0,2016
28 Weeks Later,Science Fiction,65048678.0,100.0,2007
1917,History,394638258.0,119.0,2020
The Texas Chainsaw Massacre,Horror,107363905.0,98.0,2003
Lolita,Romance,9250000.0,154.0,1962
Jennifer's Body,Comedy,31556061.0,107.0,2009
The Handmaiden,Romance,37767206.0,145.0,2016
Divergent,Science Fiction,288747895.0,139.0,2014
Monster House,Fantasy,140175006.0,91.0,2006
Terminator 3: Rise of the Machines,Science Fiction,435000000.0,109.0,2003
Dolittle,Adventure,245692007.0,101.0,2020
From Russia with Love,Adventure,78900000.0,115.0,2015
Friday the 13th,Horror,59754601.0,95.0,1980
The Mummy: Tomb of the Dragon Emperor,Fantasy,403449830.0,112.0,2008
Fantastic Four: Rise of the Silver Surfer,Thriller,301913131.0,92.0,2007
Green Lantern,Science Fiction,219851172.0,114.0,2011
"I, Robot",Science Fiction,347234916.0,115.0,2004
The Angry Birds Movie 2,Family,147792047.0,97.0,2019
Die Hard: With a Vengeance,Thriller,366101666.0,128.0,2007
Moonbound,Fantasy,6666618.0,81.0,2022
Maquia: When the Promised Flower Blooms,Drama,4300000.0,115.0,2018
National Treasure,Mystery,347512318.0,131.0,2004
17 Again,Comedy,136267476.0,102.0,2009
Tomb Raider,Fantasy,274650803.0,118.0,2018
The Angry Birds Movie,Comedy,349779543.0,97.0,2016
Austin Powers: The Spy Who Shagged Me,Science Fiction,312016928.0,95.0,1999
A Star Is Born,Romance,433888866.0,136.0,2018
A Walk Among the Tombstones,Thriller,58834384.0,114.0,2014
Sooryavanshi,Thriller,37700000.0,145.0,2021
Man on Fire,Thriller,130293714.0,146.0,2004
Paranormal Activity 2,Fantasy,177512032.0,91.0,2010
Mortal Engines,Science Fiction,83672673.0,129.0,2018
Interview with the Vampire,Fantasy,223664608.0,123.0,2010
Beetlejuice,Comedy,74714298.0,92.0,1988
Death on the Nile,Adventure,137110100.0,127.0,2022
House of Gucci,History,153235995.0,158.0,2021
Rocky IV,Drama,300473716.0,91.0,1985
Oblivion,Mystery,286168572.0,124.0,2013
300: Rise of an Empire,War,337580051.0,102.0,2014
Pet Sematary,Drama,57469467.0,103.0,1989
Wonder,Family,305937718.0,113.0,2017
Indiana Jones and the Temple of Doom,Action,333000000.0,118.0,1984
300,War,422610419.0,117.0,2007
Spectre,Thriller,880674609.0,148.0,2015
She's Out of My League,Comedy,49779728.0,104.0,2010
Her,Drama,47351251.0,126.0,2013
The Age of Adaline,Drama,65663276.0,112.0,2015
"Tad, the Lost Explorer",Family,23000000.0,90.0,2012
The Witch: Part 1. The Subversion,Science Fiction,24340302.0,125.0,2018
The Mortal Instruments: City of Bones,Mystery,95396573.0,130.0,2013
Underworld: Blood Wars,Horror,81093313.0,91.0,2017
Anastasia,Adventure,139804348.0,94.0,1997
The SpongeBob Movie: Sponge Out of Water,Animation,311594032.0,93.0,2015
Night at the Museum,Fantasy,574480841.0,108.0,2006
8 Mile,Drama,242875078.0,111.0,2002
The Curse of La Llorona,Thriller,122033739.0,93.0,2019
Mary Magdalene,History,11710110.0,,2019
The Butterfly Effect,Thriller,96060858.0,113.0,2004
Chronicle,Thriller,145000000.0,84.0,2012
Snowpiercer,Drama,86758912.0,127.0,2013
Pan's Labyrinth,War,83258226.0,118.0,2006
The Girl Next Door,Romance,31635150.0,110.0,2004
Dirty Grandpa,Comedy,94073028.0,102.0,2016
2001: A Space Odyssey,Adventure,71923560.0,149.0,2018
The Hills Have Eyes 2,Thriller,37697773.0,89.0,2007
American History X,Drama,23875127.0,119.0,1999
Cloudy with a Chance of Meatballs,Family,242988466.0,90.0,2009
The Hitman's Bodyguard,Comedy,176586701.0,118.0,2017
Hitman's Wife's Bodyguard,Thriller,70060492.0,117.0,2021
Virgin Territory,Romance,5410749.0,93.0,2007
Blade Runner,Thriller,41722424.0,118.0,2007
Casablanca,Romance,10462500.0,102.0,2003
Reservoir Dogs,Thriller,2859750.0,99.0,1992
Skyfall,Thriller,1108569499.0,143.0,2012
Dances with Wolves,Western,424208848.0,181.0,2004
Over the Hedge,Animation,343397247.0,83.0,2006
Dawn of the Dead,Action,102278712.0,101.0,2004
The Princess Diaries,Romance,165335153.0,115.0,2001
Speak No Evil,Thriller,623462.0,97.0,2022
The Invisible Guest,Thriller,30000000.0,107.0,2017
Zoolander,Comedy,60780981.0,90.0,2006
Castle in the Sky,Romance,5228752.0,125.0,1986
Rocky II,Drama,85182160.0,119.0,1979
Texas Chainsaw 3D,Thriller,47340586.0,92.0,2013
80 for Brady,Comedy,12500000.0,98.0,2023
